SEQUENCE: 
SCORE: total_score avg_degree complex_normalized           dG_cross dG_cross/dSASAx100 dG_separated dG_separated/dSASAx100 dSASA_hphobic dSASA_int dSASA_polar delta_unsatHbonds dslf_fa13    fa_atr    fa_dun   fa_elec fa_intra_rep       fa_rep       fa_sol hbond_E_fraction hbond_bb_sc hbond_lr_bb    hbond_sc hbond_sr_bb    nres_all    nres_int       omega     p_aa_pp    packstat per_residue_energy_int pro_close      rama       ref      rmsd  sc_value side1_normalized side1_score side2_normalized side2_score description 
SCORE:   -1204.273     12.125             -1.654             -2.170             -0.420       -4.666                 -0.904       457.837   516.026      58.189             4.000    -6.645 -2760.382   674.988  -293.070        5.913      259.202     1534.098           -0.000    -110.191    -199.531     -75.318    -124.513     728.000      23.000      65.321    -108.410       0.000                 -1.012     3.294   -36.496   -32.534     8.400     0.808           -1.098     -14.277           -0.900      -9.005 3gbm_HA_3gbn_Ab_full_0013_0001
SCORE:   -1207.033     12.857             -1.658              0.000              0.000       -6.253                 -0.997       371.649   627.409     255.760             0.000    -6.602 -2768.172   686.564  -301.848        5.881      260.425     1541.844            0.220    -110.281    -201.033     -82.230    -123.202     728.000      29.000      67.952    -110.913       0.000                 -1.314     3.278   -36.163   -32.534     6.587     0.677           -1.718     -24.056           -0.937     -14.052 3gbm_HA_3gbn_Ab_full_0014_0001
SCORE:   -1208.299     14.276             -1.660             -1.611             -0.157      -13.838                 -1.349       752.973  1026.025     273.052             2.000    -6.581 -2769.872   681.895  -297.580        5.879      262.412     1539.673            0.189    -113.863    -199.866     -76.579    -123.974     728.000      41.000      64.078    -109.623       0.000                 -1.457     3.196   -34.961   -32.534     3.439     0.712           -1.763     -44.068           -0.981     -15.688 3gbm_HA_3gbn_Ab_full_0015_0001
SCORE:   -1214.208     14.680             -1.668              0.000              0.000       -9.080                 -1.161       510.310   782.052     271.742             2.000    -6.573 -2763.472   676.430  -295.590        5.920      253.003     1531.778            0.091    -105.683    -201.911     -77.207    -123.020     728.000      36.000      65.868    -109.125       0.000                 -1.672     3.296   -35.389   -32.534     8.020     0.752           -1.942     -40.784           -1.293     -19.400 3gbm_HA_3gbn_Ab_full_0016_0001
SCORE:   -1219.449     14.025             -1.675             -5.394             -0.384      -19.491                 -1.387       890.721  1405.074     514.353             6.000    -6.441 -2789.610   683.099  -298.392        5.885      264.137     1549.528            0.174    -115.479    -199.836     -78.700    -123.137     728.000      53.000      63.167    -108.009       0.000                 -1.685     3.341   -36.467   -32.534     0.942     0.701           -1.985     -61.528           -1.263     -27.776 3gbm_HA_3gbn_Ab_full_0017_0001
SCORE:   -1186.593     14.966             -1.630              0.000              0.000      -11.923                 -1.129       724.502  1056.008     331.507             4.000    -6.783 -2801.391   681.735  -295.067        5.933      279.183     1561.481            0.184    -110.448    -196.265     -77.471    -125.395     728.000      49.000      67.389    -105.397       0.000                 -1.507     3.468   -35.034   -32.534    10.834     0.726           -1.731     -46.750           -1.231     -27.078 3gbm_HA_3gbn_Ab_full_0018_0001
SCORE:   -1215.385     14.160             -1.669             -1.809             -0.214       -8.666                 -1.026       565.452   844.368     278.916             6.000    -6.555 -2758.730   679.177  -299.656        5.903      255.900     1532.403            0.123    -114.206    -198.805     -77.200    -125.010     728.000      37.000      66.422    -111.880       0.000                 -1.502     3.230   -33.845   -32.534     6.371     0.694           -1.742     -38.326           -1.151     -17.258 3gbm_HA_3gbn_Ab_full_0019_0001
SCORE:   -1217.859     13.550             -1.673             -8.013             -0.508      -25.024                 -1.587       997.695  1576.876     579.181             3.000    -6.412 -2782.745   680.150  -299.332        5.889      259.596     1550.244            0.368    -114.691    -199.393     -77.895    -123.627     728.000      61.000      63.247    -108.201       0.000                 -1.618     3.379   -35.535   -32.534     0.580     0.604           -1.838     -69.852           -1.254     -28.838 3gbm_HA_3gbn_Ab_full_0020_0001
SCORE:   -1198.689     13.806             -1.647             -1.793             -0.187       -7.588                 -0.791       773.990   959.306     185.317             3.000    -6.384 -2777.296   687.826  -297.298        5.969      263.478     1541.986            0.311    -112.530    -198.593     -77.981    -122.743     728.000      48.000      68.311    -109.052       0.000                 -1.411     3.388   -35.235   -32.534     2.602     0.681           -1.668     -46.693           -1.052     -21.047 3gbm_HA_3gbn_Ab_full_0021_0001
SCORE:   -1209.415     13.959             -1.661             -7.909             -0.462      -15.007                 -0.877       979.501  1710.307     730.806             5.000    -6.470 -2779.972   682.067  -302.604        5.846      261.159     1556.554            0.114    -106.221    -199.520     -84.336    -124.613     728.000      73.000      63.930    -109.287       0.000                 -1.462     3.422   -36.836   -32.534     3.417     0.603           -1.768     -72.474           -1.071     -34.281 3gbm_HA_3gbn_Ab_full_0023_0001
SCORE:   -1224.678     13.778             -1.682             -5.747             -0.402      -20.151                 -1.408       903.682  1431.231     527.549             7.000    -6.599 -2776.616   675.739  -298.315        5.874      259.690     1543.332            0.384    -114.422    -199.521     -76.993    -125.045     728.000      57.000      63.204    -110.394       0.000                 -1.720     3.178   -35.256   -32.534     1.378     0.660           -1.902     -62.764           -1.470     -35.272 3gbm_HA_3gbn_Ab_full_0024_0001
SCORE:   -1202.402     14.136             -1.652              0.000              0.000      -10.212                 -1.039       768.468   982.824     214.355             2.000    -6.500 -2771.638   683.797  -298.967        5.909      263.253     1547.012           -0.000    -108.193    -199.113     -84.814    -124.014     728.000      36.000      65.586    -109.039       0.000                 -1.555     3.232   -36.379   -32.534     8.730     0.613           -2.116     -38.080           -0.994     -17.898 3gbm_HA_3gbn_Ab_full_0026_0001
SCORE:   -1216.218     14.731             -1.671              0.000              0.000      -10.273                 -1.069       573.133   960.672     387.539             5.000    -6.516 -2775.859   682.849  -299.605        5.900      257.946     1542.262            0.237    -110.275    -201.635     -79.799    -123.540     728.000      37.000      66.453    -109.198       0.000                 -1.487     3.289   -35.956   -32.534     7.230     0.634           -1.890     -37.790           -1.014     -17.237 3gbm_HA_3gbn_Ab_full_0027_0001
SCORE:   -1209.235     14.450             -1.661              0.000              0.000      -10.120                 -1.208       582.278   837.495     255.217             2.000    -6.508 -2779.798   682.754  -297.670        5.901      262.567     1547.350           -0.000    -111.507    -199.422     -78.428    -124.005     728.000      34.000      65.277    -109.759       0.000                 -1.467     3.235   -36.686   -32.534     5.269     0.796           -1.734     -31.212           -1.166     -18.657 3gbm_HA_3gbn_Ab_full_0028_0001
SCORE:   -1221.135     14.278             -1.677             -4.702             -0.352      -19.808                 -1.484       930.751  1334.668     403.917             7.000    -6.485 -2783.950   685.032  -301.988        5.856      262.426     1549.489            0.254    -116.212    -198.904     -80.659    -124.774     728.000      55.000      64.955    -108.795       0.000                 -1.631     3.193   -37.784   -32.534     1.981     0.647           -1.933     -59.910           -1.241     -29.792 3gbm_HA_3gbn_Ab_full_0029_0001
SCORE:   -1202.254     13.391             -1.651             -0.039             -0.005       -9.115                 -1.051       543.738   867.218     323.480             2.000    -6.458 -2774.036   683.076  -292.283        5.914      259.661     1537.433            0.239    -111.895    -198.637     -73.092    -124.836     728.000      39.000      66.588    -108.044       0.000                 -1.390     3.481   -36.592   -32.534     3.372     0.749           -1.654     -36.387           -1.049     -17.837 3gbm_HA_3gbn_Ab_full_0030_0001
SCORE:   -1201.675     14.190             -1.651             -0.012             -0.002       -7.512                 -0.948       514.842   792.821     277.979             3.000    -6.616 -2771.525   682.027  -295.551        5.903      259.746     1540.808            0.138    -113.258    -198.868     -75.385    -122.609     728.000      33.000      67.161    -108.621       0.000                 -1.218     3.198   -35.553   -32.534     4.250     0.652           -1.578     -29.984           -0.729     -10.210 3gbm_HA_3gbn_Ab_full_0031_0001
SCORE:   -1195.216     14.390             -1.642             -4.031             -0.268      -20.267                 -1.348      1020.630  1503.599     482.969             4.000    -6.601 -2786.121   680.958  -292.687        5.910      273.654     1547.024            0.209    -113.397    -198.028     -77.585    -124.565     728.000      59.000      68.125    -107.158       0.000                 -1.732     3.435   -35.647   -32.534     2.012     0.631           -1.988     -69.576           -1.360     -32.633 3gbm_HA_3gbn_Ab_full_0032_0001
SCORE:   -1208.856     14.600             -1.661             -0.501             -0.065       -9.387                 -1.217       530.297   771.611     241.314             5.000    -6.576 -2765.998   685.692  -298.765        5.926      256.916     1536.378            0.148    -110.176    -199.322     -77.342    -124.835     728.000      36.000      64.584    -109.239       0.000                 -1.496     3.229   -36.795   -32.534     7.569     0.751           -1.786     -37.504           -1.090     -16.356 3gbm_HA_3gbn_Ab_full_0033_0001
SCORE:   -1206.312     14.135             -1.657             -9.070             -0.630      -12.425                 -0.862       914.290  1440.673     526.383             8.000    -6.446 -2780.311   683.125  -297.825        5.887      265.219     1543.950            0.234    -110.991    -198.816     -78.411    -123.681     728.000      56.000      64.481    -107.907       0.000                 -1.560     3.324   -35.376   -32.534     2.857     0.552           -1.836     -60.580           -1.164     -26.769 3gbm_HA_3gbn_Ab_full_0035_0001
SCORE:   -1209.198     13.217             -1.661             -5.009             -0.613       -9.284                 -1.136       524.614   817.037     292.423             1.000    -6.542 -2774.235   679.994  -296.937        5.888      259.435     1541.290            0.352    -109.564    -199.771     -78.575    -123.954     728.000      37.000      67.943    -109.846       0.000                 -1.350     3.310   -35.100   -32.534     5.323     0.752           -1.612     -32.233           -1.042     -17.711 3gbm_HA_3gbn_Ab_full_0036_0001
SCORE:   -1209.185     13.750             -1.661              0.016              0.002      -13.597                 -2.044       485.004   665.277     180.273             2.000    -6.509 -2774.693   684.082  -301.165        5.899      264.093     1545.213            0.228    -112.709    -198.978     -80.929    -125.253     728.000      28.000      65.679    -107.929       0.000                 -1.445     3.257   -36.711   -32.534     8.409     0.772           -1.833     -27.498           -0.996     -12.953 3gbm_HA_3gbn_Ab_full_0037_0001
SCORE:   -1209.095     14.535             -1.661             -6.094             -0.462      -17.222                 -1.305       952.449  1319.976     367.528             5.000    -6.434 -2784.943   685.217  -295.594        5.879      266.039     1543.972            0.200    -113.639    -199.445     -77.013    -123.917     728.000      61.000      65.146    -109.812       0.000                 -1.705     3.499   -35.516   -32.534     1.340     0.607           -1.991     -75.651           -1.234     -28.376 3gbm_HA_3gbn_Ab_full_0038_0001
SCORE:   -1204.562     13.839             -1.655             -2.312             -0.230      -12.562                 -1.248       790.576  1006.465     215.889             6.000    -6.511 -2773.292   683.951  -297.505        5.878      264.073     1538.726           -0.000    -110.279    -199.721     -77.843    -124.303     728.000      46.000      65.896    -108.856       0.000                 -1.409     3.282   -35.523   -32.534     3.930     0.674           -1.525     -41.169           -1.245     -23.662 3gbm_HA_3gbn_Ab_full_0039_0001
SCORE:   -1210.241     13.667             -1.662             -4.835             -0.369      -16.680                 -1.274       946.536  1309.687     363.152             3.000    -6.611 -2771.324   683.287  -299.580        5.901      263.732     1538.358            0.216    -113.805    -201.072     -77.040    -123.261     728.000      54.000      65.698    -109.713       0.000                 -1.637     3.311   -35.588   -32.534     2.065     0.675           -1.945     -64.191           -1.152     -24.185 3gbm_HA_3gbn_Ab_full_0041_0001
SCORE:   -1210.976     14.244             -1.663             -2.088             -0.133      -19.144                 -1.215       967.785  1575.567     607.782             4.000    -6.499 -2776.705   685.451  -303.563        5.864      259.876     1547.534            0.396    -110.510    -196.784     -84.824    -124.583     728.000      66.000      67.415    -108.157       0.000                 -1.482     3.384   -36.340   -32.534     1.968     0.611           -1.834     -64.176           -1.085     -33.647 3gbm_HA_3gbn_Ab_full_0042_0001
SCORE:   -1214.543     14.439             -1.668             -3.959             -0.253      -20.178                 -1.288      1053.276  1566.910     513.634             5.000    -6.523 -2780.405   685.883  -300.329        5.889      261.328     1544.148            0.196    -111.882    -199.499     -82.102    -123.740     728.000      56.000      66.264    -109.530       0.000                 -1.676     3.198   -34.709   -32.534     1.983     0.607           -1.999     -63.970           -1.245     -29.887 3gbm_HA_3gbn_Ab_full_0043_0001
SCORE:   -1216.031     14.190             -1.670             -7.724             -0.548      -17.644                 -1.251       947.423  1410.112     462.689             1.000    -6.538 -2779.451   679.723  -299.683        5.871      260.655     1545.805            0.277    -115.479    -199.563     -76.644    -123.721     728.000      55.000      66.914    -108.309       0.000                 -1.619     3.072   -36.152   -32.534     1.364     0.660           -1.843     -58.971           -1.308     -30.095 3gbm_HA_3gbn_Ab_full_0044_0001
SCORE:   -1227.202     13.902             -1.686             -6.721             -0.438      -24.187                 -1.575      1003.066  1535.325     532.259             6.000    -6.323 -2790.055   682.214  -299.402        5.894      261.246     1549.737            0.259    -120.917    -198.086     -76.645    -123.521     728.000      59.000      63.943    -109.598       0.000                 -1.782     3.341   -36.500   -32.534     0.590     0.688           -2.010     -72.366           -1.426     -32.793 3gbm_HA_3gbn_Ab_full_0045_0001
SCORE:   -1224.468     13.976             -1.682             -7.827             -0.446      -31.240                 -1.780      1105.831  1755.033     649.201            12.000    -6.425 -2787.198   683.384  -297.479        5.879      263.024     1541.395            0.275    -114.386    -200.682     -80.533    -123.177     728.000      64.000      65.624    -109.732       0.000                 -1.822     3.458   -35.086   -32.534     0.670     0.783           -1.976     -75.095           -1.598     -41.536 3gbm_HA_3gbn_Ab_full_0046_0001
SCORE:   -1207.812     14.111             -1.659              0.000              0.000       -8.028                 -1.460       357.884   549.787     191.903             3.000    -6.590 -2773.477   682.800  -301.950        5.921      261.572     1546.372            0.459    -111.359    -196.481     -81.172    -125.912     728.000      28.000      66.692    -109.776       0.000                 -1.513     3.193   -35.111   -32.534    13.345     0.602           -1.908     -26.711           -1.117     -15.644 3gbm_HA_3gbn_Ab_full_0047_0001
SCORE:   -1210.536     13.900             -1.663             -6.002             -0.813       -7.198                 -0.975       546.185   738.382     192.197             3.000    -6.599 -2773.880   676.100  -296.461        5.887      257.210     1543.879            0.167    -110.866    -199.335     -75.505    -124.194     728.000      33.000      66.734    -107.869       0.000                 -1.156     3.558   -36.659   -32.534     7.954     0.740           -1.235     -22.222           -1.063     -15.940 3gbm_HA_3gbn_Ab_full_0048_0001
SCORE:   -1203.833     14.636             -1.654             -1.470             -0.172       -8.521                 -0.994       657.985   857.020     199.035             2.000    -6.557 -2767.599   681.432  -297.621        5.876      263.376     1541.037           -0.000    -111.708    -198.092     -76.719    -125.149     728.000      34.000      64.665    -110.899       0.000                 -1.361     3.203   -36.541   -32.534     4.257     0.584           -1.638     -31.119           -1.010     -15.153 3gbm_HA_3gbn_Ab_full_0049_0001
SCORE:   -1206.544     13.703             -1.657             -3.614             -0.335       -9.514                 -0.882       805.953  1078.856     272.903             5.000    -6.466 -2759.172   683.572  -297.729        5.905      259.872     1529.946            0.139    -110.527    -199.027     -77.568    -124.264     728.000      46.000      65.500    -110.436       0.000                 -1.542     3.171   -36.788   -32.534     1.813     0.700           -1.861     -52.108           -1.046     -18.823 3gbm_HA_3gbn_Ab_full_0050_0001
SCORE:   -1216.205     14.077             -1.671             -7.747             -0.509      -24.740                 -1.627       919.687  1520.610     600.924             7.000    -6.398 -2795.979   683.924  -298.776        5.885      262.707     1554.117            0.299    -118.976    -196.903     -76.424    -121.097     728.000      60.000      66.798    -109.360       0.000                 -1.756     3.365   -36.553   -32.534     0.536     0.726           -1.944     -71.942           -1.454     -33.437 3gbm_HA_3gbn_Ab_minimize_0001_0001
SCORE:   -1221.057     14.051             -1.677             -7.730             -0.506      -24.972                 -1.635       944.526  1527.481     582.955             7.000    -6.403 -2800.217   687.352  -300.873        5.892      263.705     1557.207            0.297    -119.708    -197.068     -80.716    -121.436     728.000      60.000      66.421    -109.264       0.000                 -1.777     3.357   -36.772   -32.534     0.527     0.729           -1.975     -73.092           -1.456     -33.498 3gbm_HA_3gbn_Ab_minimize_0002_0001
SCORE:   -1216.205     14.077             -1.671             -7.747             -0.509      -24.740                 -1.627       919.687  1520.610     600.924             7.000    -6.398 -2795.979   683.924  -298.776        5.885      262.707     1554.117            0.299    -118.976    -196.903     -76.424    -121.097     728.000      60.000      66.798    -109.360       0.000                 -1.756     3.365   -36.553   -32.534     0.536     0.726           -1.944     -71.942           -1.454     -33.437 3gbm_HA_3gbn_Ab_minimize_0003_0001
SCORE:   -1216.281     14.077             -1.671             -7.756             -0.512      -24.754                 -1.634       947.802  1514.639     566.837             7.000    -6.416 -2795.197   683.818  -298.720        5.885      262.263     1553.848            0.299    -118.845    -196.974     -76.487    -120.899     728.000      60.000      66.620    -109.278       0.000                 -1.756     3.398   -36.763   -32.534     0.536     0.726           -1.944     -71.921           -1.454     -33.440 3gbm_HA_3gbn_Ab_minimize_0004_0001
SCORE:   -1216.205     14.077             -1.671             -7.747             -0.509      -24.740                 -1.627       919.687  1520.610     600.924             7.000    -6.398 -2795.979   683.924  -298.776        5.885      262.707     1554.117            0.299    -118.976    -196.903     -76.424    -121.097     728.000      60.000      66.798    -109.360       0.000                 -1.756     3.365   -36.553   -32.534     0.536     0.726           -1.944     -71.942           -1.454     -33.437 3gbm_HA_3gbn_Ab_minimize_0005_0001
SCORE:   -1223.411     14.132             -1.681             -7.821             -0.503      -25.167                 -1.619       956.593  1554.252     597.659             9.000    -6.429 -2800.296   685.789  -302.217        5.881      262.469     1557.820            0.297    -118.404    -197.914     -79.168    -121.150     728.000      61.000      65.315    -109.481       0.000                 -1.784     3.419   -36.510   -32.534     0.539     0.727           -1.979     -75.213           -1.462     -33.631 3gbm_HA_3gbn_Ab_minimize_0006_0001
SCORE:   -1220.858     14.132             -1.677             -7.778             -0.512      -25.560                 -1.682       935.456  1519.792     584.335             7.000    -6.398 -2795.203   684.185  -298.720        5.887      262.157     1552.925            0.289    -118.624    -196.997     -78.298    -122.735     728.000      60.000      65.833    -109.047       0.000                 -1.771     3.380   -36.669   -32.534     0.547     0.732           -1.964     -72.674           -1.459     -33.567 3gbm_HA_3gbn_Ab_minimize_0007_0001
SCORE:   -1216.281     14.077             -1.671             -7.756             -0.512      -24.754                 -1.634       947.802  1514.639     566.837             7.000    -6.416 -2795.197   683.818  -298.720        5.885      262.263     1553.848            0.299    -118.845    -196.974     -76.487    -120.899     728.000      60.000      66.620    -109.278       0.000                 -1.756     3.398   -36.763   -32.534     0.536     0.726           -1.944     -71.921           -1.454     -33.440 3gbm_HA_3gbn_Ab_minimize_0008_0001
SCORE:   -1216.281     14.077             -1.671             -7.756             -0.512      -24.754                 -1.634       947.802  1514.639     566.837             7.000    -6.416 -2795.197   683.818  -298.720        5.885      262.263     1553.848            0.299    -118.845    -196.974     -76.487    -120.899     728.000      60.000      66.620    -109.278       0.000                 -1.756     3.398   -36.763   -32.534     0.536     0.726           -1.944     -71.921           -1.454     -33.440 3gbm_HA_3gbn_Ab_minimize_0009_0001
SCORE:   -1216.205     14.077             -1.671             -7.747             -0.509      -24.740                 -1.627       919.687  1520.610     600.924             7.000    -6.398 -2795.979   683.924  -298.776        5.885      262.707     1554.117            0.299    -118.976    -196.903     -76.424    -121.097     728.000      60.000      66.798    -109.360       0.000                 -1.756     3.365   -36.553   -32.534     0.536     0.726           -1.944     -71.942           -1.454     -33.437 3gbm_HA_3gbn_Ab_minimize_0010_0001
