SMILES	synton_id	synton#	reaction_id
CC(N)C(=O)OCC(C)(C)c1ccc(Cl)cc1	56	2	amide_formation
CC[C@@H](C)[C@H](N)C(=O)N1CCSC1	57	2	amide_formation
N[C@@H](CCNC(=O)c1ccccc1)C(=O)N1CCCCC1	58	2	amide_formation
N#CCNC(=O)[C@@H](N)Cc1cccs1	59	2	amide_formation
CCc1c[nH]c([C@@H]2Cc3ccccc3N2C(=O)[C@H](C)N)n1	60	2	amide_formation
C#C[C@@H]1CC[C@@H](C#N)N1C(=O)[C@@H](N)C1CCCCC1	61	2	amide_formation
NC1N=Nc2ccccc21	62	2	amide_formation
N[C@H]1C[C@]1(F)c1ccc(S(F)(F)(F)(F)F)cc1	63	2	amide_formation
CSCC[C@H](N)C(=O)C(C)C	64	2	amide_formation
NC(c1ccccc1)c1csc(Nc2ccccn2)n1	65	2	amide_formation
NCC(=O)NC(c1ccccc1)C1CCCCC1	66	2	amide_formation
NCc1n[nH]c(-c2ccc(Br)cc2)n1	67	2	amide_formation
NC1CNC(=O)O1	68	2	amide_formation
N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCOCC1	69	2	amide_formation
NC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21	70	2	amide_formation
NC(Cc1ccccc1)C(=O)Nc1ccncc1	71	2	amide_formation
COC(=O)CCCCCC(=O)C(N)C(C)O	72	2	amide_formation
NC1CCc2ccc3ccccc3c2CC1=O	73	2	amide_formation
NC1CCc2c(ccc3ccccc23)CC1=O	74	2	amide_formation
CC(C)CCNC(=O)C(=O)[C@@H](N)CC(C)C	75	2	amide_formation
NCC(=O)NNc1nncc(-c2ccccc2)n1	76	2	amide_formation
C[C@H](N)C(=O)Nc1cn(C)nc1-c1ccccn1	77	2	amide_formation
N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCC1	78	2	amide_formation
CC1=N[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@]2(CN)S1	79	2	amide_formation
CCC(C)[C@H](N)C(=O)N1C[C@H]2C[C@H]2C1C#N	80	2	amide_formation
Cc1cccc(C)c1N(Cc1ccccc1)C(=O)CN	81	2	amide_formation
NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1	82	2	amide_formation
CC[C@@H](C)[C@H](N)C(=O)N1CCC(C)C1	83	2	amide_formation
CCOC(=O)[C@@H](N)Cc1c[nH]c2ccccc12	84	2	amide_formation
NC1N=Nc2nc3ccccc3nc21	85	2	amide_formation
N[C@@H](Cc1ccc(Cl)cc1)C(=O)NO	86	2	amide_formation
COc1cc(-c2cccc3c2CC(=O)C(N)CC3)ccn1	87	2	amide_formation
N[C@@H](Cc1c[nH]cn1)C(=O)Cc1ccc2c(c1)OCO2	88	2	amide_formation
N[C@@H](Cc1c[nH]cn1)C(=O)COc1ccc2ccccc2c1	89	2	amide_formation
COc1ccc(C2=NOC(N)(c3ccc(OC)cc3)C2)cc1	90	2	amide_formation
CC1(C)Oc2ccc(N3C(=O)C[C@H](N)C3=O)cc2O1	91	2	amide_formation
CCC[C@H](N)C(=O)N1c2ccccc2C[C@H]1c1nc(C)c[nH]1	92	2	amide_formation
CCOC(=O)C(N)(CC)Cc1c[nH]cn1	93	2	amide_formation
COc1ccc(-c2cccc3c2CC(=O)C(N)CC3)cc1	94	2	amide_formation
CCOCCOCCOCCOC(=O)CCC(=O)CN	95	2	amide_formation
Cc1cc(=O)oc2cc(NC(=O)CN)ccc12	96	2	amide_formation
N#CC1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12	97	2	amide_formation
NCC/N=C(\S)Nc1ccccc1	98	2	amide_formation
COc1ncccc1-c1cccc2c1CC(=O)C(N)CC2	99	2	amide_formation
COC(=O)/C=C/C(=O)NC[C@H](N)C(=O)N(C)C	100	2	amide_formation
CC1=C(N2CC2)C(=O)c2nc3n(c2C1=O)CCC[C@H]3N	101	2	amide_formation
CC(C)C(C)(N)C#N	102	2	amide_formation
CC(C)[C@H](NC(=O)[C@H](C)N)C(N)=O	103	2	amide_formation
NC1CC(=O)c2sccc21	104	2	amide_formation
CCOC(=O)CN1C(=O)CC[C@H](NC(=O)CN)C1=O	105	2	amide_formation
COc1ccccc1OCC1SCCN1C(=O)CN	106	2	amide_formation
Cc1cccc(C)c1N(C)C(=O)C(C)N	107	2	amide_formation
Cc1ccc(C)c(NC(=O)CN)c1C	108	2	amide_formation
N[C@H](C(=O)N1Cc2ccccc2C1)C1CCCCC1	109	2	amide_formation
C[C@H](N)C(=O)N[C@H]1CC(=O)N(CC(=O)NO)C1=O	110	2	amide_formation
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)C(C)C	111	2	amide_formation
NCC(=O)NCC(=O)OCc1ccccc1	112	2	amide_formation
NCc1csc(Nc2cc(Oc3ccccc3)ncn2)n1	113	2	amide_formation
NCc1csc(NC(=O)c2ccccn2)n1	114	2	amide_formation
CS(=O)(=O)CC[C@H](N)C(=O)NO	115	2	amide_formation
Cc1ccncc1-c1ccc(CN)o1	116	2	amide_formation
NCc1c(N)c(Cl)cc(Cl)c1Cl	117	2	amide_formation
N[C@H]1Cc2c(F)cccc2N(O)C1=O	118	2	amide_formation
NCC(=O)N[C@H]1CC(=O)N(CC(=O)NO)C1=O	119	2	amide_formation
N[C@H](C(=O)N1C[C@@H](F)[C@H](F)C1)C1CCCCC1	120	2	amide_formation
CC(C)(C)C(=O)SCCNC(=O)CN	121	2	amide_formation
N[C@H]1Cc2cc(Oc3ccccc3)ccc2N(O)C1=O	122	2	amide_formation
COc1ccc2c(c1)N(O)C(=O)[C@@H](N)C2	123	2	amide_formation
CCc1cccc(C)c1NC(=O)C(C)N	124	2	amide_formation
NCc1c(C(N)=O)ncn1Cc1ccccc1	125	2	amide_formation
CCCOC(=O)[C@@H](N)CCC(=O)NCCSC(C)=O	126	2	amide_formation
CCCCCCCCCC(=O)C(N)CC	127	2	amide_formation
CCCCCCCCOC(=O)[C@H](N)CC	128	2	amide_formation
C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(N)=O	129	2	amide_formation
CCC(N)C(=O)N(C)c1c(C)cccc1C	130	2	amide_formation
COC(=O)CCCCCC(=O)C(N)CS	131	2	amide_formation
NCc1ccc(-c2ccccc2)o1	132	2	amide_formation
N[C@@H](Cc1c[nH]cn1)C(=O)Cc1cccc(O)c1	133	2	amide_formation
CCCCC(N)C(=O)N1CCCCC1	134	2	amide_formation
CCC(=O)C(N)Cc1c[nH]cn1	135	2	amide_formation
CC(C)C(N)C1=N/C(=C2\N=CN=N2)NO1	136	2	amide_formation
CCOP(=O)(OCC)C(N)c1ccc(Cl)cc1	137	2	amide_formation
CC(C)(C)[C@H](N)C(=O)N1CCCN1	138	2	amide_formation
CCSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1	139	2	amide_formation
COc1cccc([C@]2(F)C[C@@H]2N)c1	140	2	amide_formation
NC(Cc1ccccc1)C(=O)N1CCCCC1	141	2	amide_formation
CCSc1nnc(C(N)Cc2ccccc2)o1	142	2	amide_formation
NCC(=O)NCc1ccc(-c2ccccc2)cc1	143	2	amide_formation
CC(C)[C@H](N)C(=O)OCc1ccccc1	144	2	amide_formation
NCC(=O)Nc1ccccc1Oc1ccccc1	145	2	amide_formation
C[C@@H](N)C(=O)Nc1ccc(O)c2ccccc12	146	2	amide_formation
COC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CS	147	2	amide_formation
COC(=O)C(N)CCCNC(=N)N[N+](=O)[O-]	148	2	amide_formation
CC[C@H](C)[C@H](N)C(=O)N1C[S+]([O-])C[C@H]1C#N	149	2	amide_formation
Cc1nc(C)c(N2CCN(CN)CC2)c(O)n1	150	2	amide_formation
Cc1ccc([C@@]2(F)C[C@H]2N)cc1	151	2	amide_formation
COc1ccc([C@@]2(F)C[C@@H]2N)cc1OC	152	2	amide_formation
CC[C@H](C)[C@H](N)C(=O)N1CCC1	153	2	amide_formation
CC(C)(C)[C@H](N)C(=O)N1CC[C@@H]2C[C@H]21	154	2	amide_formation
NCC(=O)N1CCCN(C(=O)CN)CC1	155	2	amide_formation
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1C(N)C(N)=O	156	2	amide_formation
CC(N)C(=O)c1ccc(Cl)cc1	157	2	amide_formation
NCc1n[nH]c(-c2cccc(F)c2)n1	158	2	amide_formation
CN1CCN(C(=O)C(N)Cc2ccccc2)CC1	159	2	amide_formation
Cc1cc(Cl)cc(C)c1NC(=O)[C@@H](N)C(C)C	160	2	amide_formation
CCC(C)C(N)C(=O)N1CCC(F)C1	161	2	amide_formation
N[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccccc1	162	2	amide_formation
COc1ccc(C(=O)C(C)N)cc1	163	2	amide_formation
CC(C)C[C@H](N)C(=O)N1CC[C@@H]2C[C@@H]21	164	2	amide_formation
NCc1cn(Cc2ccccc2C(F)(F)F)cn1	165	2	amide_formation
Cc1ccc2c(c1)C[C@H](N)C(=O)N2O	166	2	amide_formation
CCCC[C@H](N)C(=O)N1CCCC1	167	2	amide_formation
NC(=O)[C@@H](N)CO	168	2	amide_formation
CCCC(N)C(=O)N1CCCCC1	169	2	amide_formation
CCOC(=O)CC(N)c1cccc([N+](=O)[O-])c1	170	2	amide_formation
CCOC(=O)C(N)Cc1c[nH]c2ccccc12	171	2	amide_formation
CCN(C(=O)[C@H](C)N)c1c(C)cccc1C	172	2	amide_formation
Cc1cc(Cl)ccc1NC(=O)[C@H](C)N	173	2	amide_formation
Cc1cccc(C)c1C(=O)OCC(=O)CN	174	2	amide_formation
NC1(c2ccccc2Cl)CCC=CC1=O	175	2	amide_formation
CC[C@H](C)[C@H](N)C(=O)OC(C)(C)C	176	2	amide_formation
Cc1ccc(C2C(N)C(=O)N2c2ccc(C)cc2)cc1	177	2	amide_formation
CC(C)CC(N)c1nnc2ccccn12	178	2	amide_formation
NC/C(=N\NC(N)=S)c1ccccc1	179	2	amide_formation
COc1cccc(-c2cccc3c2CC(=O)C(N)CC3)c1	180	2	amide_formation
CC(N)/C(F)=C1\CCC[C@@H]1C#N	181	2	amide_formation
CNC(=O)C(N)Cc1c[nH]cn1	182	2	amide_formation
NC(=O)[C@@H](N)CC1C(=O)Nc2ccccc21	183	2	amide_formation
NCc1cc(C(N)=O)n([C@@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)n1	184	2	amide_formation
CSc1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1	185	2	amide_formation
NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)c1ccccc1	186	2	amide_formation
C[C@@H](c1cccc(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1	187	2	amide_formation
N[C@H]1C(=O)N(O)C[C@@H]1O	188	2	amide_formation
Nc1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1N	189	2	amide_formation
CC(C)[C@H](N)C(=O)OC(=O)c1ccccc1	190	2	amide_formation
NCC(=O)NCc1c(O)c(Cl)cc(Cl)c1Cl	191	2	amide_formation
CC(C)C[C@H](N)C(=O)Nc1ccc2ccccc2c1	192	2	amide_formation
Cc1ccc(SCC(=O)[C@@H](N)Cc2c[nH]cn2)cc1	193	2	amide_formation
NC1CNC(=O)c2cscc21	194	2	amide_formation
C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(N)=S	195	2	amide_formation
CCC(C)[C@@H](N)C(=O)N/N=C/c1ccc2ncccc2c1	196	2	amide_formation
CCOC(=O)[C@@H](N)CCC(=O)NCCSC(C)=O	197	2	amide_formation
CCOCCOC(=O)CCC(=O)CN	198	2	amide_formation
CCOC(=O)c1cnc(CN)c2cc(O)c(OC)cc12	199	2	amide_formation
CCC(C)C(N)C(=O)N1CCCCCC1	200	2	amide_formation
NCc1noc(-c2n[nH]c3ccccc23)n1	201	2	amide_formation
N#C[C@@H]1CS[C@H]2C[C@](N)(Cc3ccccc3)C(=O)N21	202	2	amide_formation
NC1(c2ccccc2)C2=NCCCN2c2ccccc21	203	2	amide_formation
COC(=O)/C=C/C(=O)NC[C@H](N)C(=O)OCC(C)=O	204	2	amide_formation
COC(=O)[C@@H](N)Cc1ccc(O)cc1	205	2	amide_formation
CC(C)C[C@@H](N)C(=O)Nc1ccc2ccccc2c1	206	2	amide_formation
CC(=O)SCCNC(=O)[C@H](C)N	207	2	amide_formation
N[C@H]1CCc2ccccc2CC1=O	208	2	amide_formation
COC(=O)[C@](C)(N)Cc1ccc(O)cc1	209	2	amide_formation
COc1ccccc1-c1cccc2c1CC(=O)C(N)CC2	210	2	amide_formation
N[C@@H](Cc1c[nH]cn1)C(=O)CSc1ccc(F)cc1	211	2	amide_formation
NC12CN3CN(CN(C3)C1)C2	212	2	amide_formation
Cc1ccc(-c2cccc3c2CC(=O)C(N)CC3)cc1	213	2	amide_formation
CC(C)[C@H](N)c1nc2ccccc2n1Cc1cccc(F)c1	214	2	amide_formation
COC(=O)/C=C/C(=O)NC[C@H](N)C(=O)O[C@@H](C)C(N)=O	215	2	amide_formation
CCc1cccc(CC)c1NC(=O)C(N)CC	216	2	amide_formation
CC(N)C(=O)NNc1nncc(-c2cccc(Cl)c2)n1	217	2	amide_formation
Cc1noc(C(=O)C[C@H](N)C(=O)N2CC[C@H](F)C2)n1	218	2	amide_formation
NC1Cc2ccccc2OC1=O	219	2	amide_formation
CCC(C)[C@H](N)C(=O)N1CCCN1Cc1ccccc1	220	2	amide_formation
CC[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CC	221	2	amide_formation
CCCC[C@H](N)C(=O)N1CCC[C@H]1C(N)=O	222	2	amide_formation
CC(N)C(=O)Nc1ccccc1C(F)(F)F	223	2	amide_formation
CC1=C2C(=O)NC(N)N=C2N(CC(C)C)C=C1	224	2	amide_formation
CNC(=O)C1(N)c2ccccc2C=Cc2ccccc21	225	2	amide_formation
COC(=O)C(N)Cn1ccn(C)c1=S	226	2	amide_formation
CCCCC(N)(Cc1c[nH]cn1)C(=O)OC	227	2	amide_formation
Nc1ncc(-c2cccc3c2CCC(N)C(=O)C3)cn1	228	2	amide_formation
NC(C(=O)NO)C(=O)NCc1cccnc1	229	2	amide_formation
NC1C=CN(/C=C2/CC2(F)CO)C(=O)N1	230	2	amide_formation
NC(Cc1c[nH]c2ccccc12)C(=O)NCc1ccco1	231	2	amide_formation
CN(Cc1cccc(-c2ccccc2Cl)c1)C(=O)CN	232	2	amide_formation
CN(Cc1cccc(-c2ccc(Cl)cc2)c1)C(=O)CN	233	2	amide_formation
NC1CCc2c(cccc2-c2cccnc2)CC1=O	234	2	amide_formation
Cc1ccc(C(=O)C(C)N)cc1C	235	2	amide_formation
Cc1nc(O)nc(O)c1/C=N/NC(=O)[C@H](C)N	236	2	amide_formation
NCC(=O)NNC(=O)OCc1ccccc1	237	2	amide_formation
N[C@H](C(=O)N1CCC(F)(F)C1)C1CCCCC1	238	2	amide_formation
N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(F)cc1	239	2	amide_formation
NC(=O)CC[C@H](N)C(=O)NCCCCCCO	240	2	amide_formation
CCCCCCCCCCC(N)C(=O)OC	241	2	amide_formation
CC(C)C[C@H](N)C(=O)NO	242	2	amide_formation
CCCCCCCCC(N)C(=O)OC	243	2	amide_formation
NC1Nc2[nH]cnc2S(=O)(=O)N1	244	2	amide_formation
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@]1(N)O	245	2	amide_formation
NC(C(=O)NO)C(=O)N1CCc2ccccc2C1	246	2	amide_formation
N[C@@H]1C[C@]1(F)c1ccccc1	247	2	amide_formation
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CO	248	2	amide_formation
NCC(=O)N[C@H]1CCO[C@@H](c2cccc([N+](=O)[O-])c2)OC1	249	2	amide_formation
N[C@H](C(=O)N1CC[C@@H](F)C1)C1CCCCC1	250	2	amide_formation
Cc1cccc(C)c1NC(=O)[C@H](C)N	251	2	amide_formation
CC(C)(C)OC(=O)NCCCCC(N)C(N)=O	252	2	amide_formation
CCN1C=C(C)C=C2C(=O)NC(N)N=C21	253	2	amide_formation
COC(=O)CC(N)C[N+](C)(C)C	254	2	amide_formation
CC1=CN(C(C)C)C2=NC(N)NC(=O)C2=C1	255	2	amide_formation
COc1cccc2c1N(O)C(=O)[C@@H](N)C2	256	2	amide_formation
CC[C@H](N)C(=O)N1c2ccccc2C[C@H]1c1nc(C)c[nH]1	257	2	amide_formation
COC(=O)[C@H](N)Cc1ccccc1	258	2	amide_formation
C=CC1([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CCOCC1	259	2	amide_formation
Cc1ccccc1C[C@H](N)C(=O)N1CCC[C@H]1C#N	260	2	amide_formation
N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(N)cc1	261	2	amide_formation
C#CCOC(=O)[C@H](N)CC(N)=O	262	2	amide_formation
N[C@H]1CCCCNC1=O	263	2	amide_formation
CC(=O)c1cc([C@H]2OC[C@@H](N)[C@@H]2Cl)oc1C	264	2	amide_formation
N#CC1(N)CCCCC1	265	2	amide_formation
CC[C@@H](C)[C@H](N)C(=O)N1CCCC1	266	2	amide_formation
C=CCN(CC#N)C(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2	267	2	amide_formation
CN(CC#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2	268	2	amide_formation
CN1C(=O)C(C(=O)/C=C/c2ccccc2)C(N)N(C)C1=O	269	2	amide_formation
NCC(=O)Nc1ccc(Oc2ccccc2)cc1	270	2	amide_formation
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO	271	2	amide_formation
CC(C)CCNC(=O)C(=O)C(N)Cc1ccccc1	272	2	amide_formation
CCCCCCOc1ccccc1-c1nnc(CN)s1	273	2	amide_formation
NCc1nc2cc(NCC3CC=CCC3)ccc2[nH]1	274	2	amide_formation
NC1C=CN(/C=C2\CC2(F)CO)C(=O)N1	275	2	amide_formation
NCC/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O	276	2	amide_formation
NC(c1ccccc1)(c1ccccc1)c1ccccc1	277	2	amide_formation
C[C@@H](N)C(=O)NCc1nnc(-c2ccccc2)o1	278	2	amide_formation
CC1NC(CO)(CNC(=O)[C@@H](N)CO)C(O)C(O)C1O	279	2	amide_formation
NCC(=O)N1CCCC1	280	2	amide_formation
N[C@H]1C(=O)N(O)C[C@H]1O	281	2	amide_formation
CCC(C)[C@H](N)C(=O)N1CCC[C@@]1(C)C#N	282	2	amide_formation
CN(CC#N)C(=O)[C@@H](N)C(C)(C)C	283	2	amide_formation
C[N+](C)(C)CC(N)CC(N)=O	284	2	amide_formation
CCCCCCCCCCCCCCCOC(=O)CN	285	2	amide_formation
N[C@H]1Cc2ccccc2NC1=O	286	2	amide_formation
CC1NC(CN)(CO)C(O)C(O)C1O	287	2	amide_formation
CCOC(=O)C1(N)CCc2[nH][nH]c(=O)c2C1	288	2	amide_formation
N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1cccc(F)c1	289	2	amide_formation
N[C@@H]1CCCCNC1=O	290	2	amide_formation
NCC(=O)c1ccc2ccccc2c1	291	2	amide_formation
C#C[C@H]1CC[C@@H](C#N)N1C(=O)[C@@H](N)C1CCCC1	292	2	amide_formation
C[C@@H](N)C(=O)N1CCN(c2ccc3[nH]ncc3c2)CC1	293	2	amide_formation
N[C@H]1CCN(P(N)(N)=O)C1=O	294	2	amide_formation
N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)NO	295	2	amide_formation
NC(C(=O)NO)C(=O)NCc1ccc(Cl)cc1	296	2	amide_formation
NC(C(=O)NO)C(=O)NCCCCc1ccccc1	297	2	amide_formation
Cc1ccccc1NC(=O)[C@@H](C)N	298	2	amide_formation
NCC(=O)c1ccccc1	299	2	amide_formation
CCCCNC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)CC	300	2	amide_formation
NC(C(=O)NO)C(=O)NCCc1ccccc1	301	2	amide_formation
NCC(c1cccs1)S(=O)(=O)c1ccccc1	302	2	amide_formation
CC(C)(C)OC[C@H](N)C(=O)N1CC[C@@H]2C[C@@H]21	303	2	amide_formation
NC(N)Nc1ccc(CC(=O)c2ccccc2)cc1	304	2	amide_formation
NC1C=CN([C@@H]2C=C(CO)[C@@H](CO)O2)C(=O)N1	305	2	amide_formation
Nc1ccn(C2CC(CO)[C@H](O)[C@@H]2N)c(=O)n1	306	2	amide_formation
NCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	307	2	amide_formation
N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1F	308	2	amide_formation
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCO	309	2	amide_formation
CC1(N)C(=O)CCc2ccccc21	310	2	amide_formation
C=C(C)CSc1nnc([C@@H](N)Cc2ccccc2)o1	311	2	amide_formation
NCC(=O)Nc1ccc(OCc2ccccc2)cc1	312	2	amide_formation
NC[C@H](N)C(=O)N1CCCCC1	313	2	amide_formation
CCN(CC#N)C(=O)[C@@H](N)C(C)(C)C	314	2	amide_formation
N[C@H](C=O)Cc1c[nH]cn1	315	2	amide_formation
CCOC(=O)CC(N)C[N+](C)(C)C	316	2	amide_formation
N[C@@H](Cc1c[nH]cn1)C(=O)Cc1ccc(F)cc1F	317	2	amide_formation
N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1	318	2	amide_formation
Cc1cccc(C)c1N(CCO)C(=O)CN	319	2	amide_formation
CCOC(=O)[C@@H](N)CC(C)C	320	2	amide_formation
COc1ccc([C@@]2(F)C[C@@H]2N)cc1	321	2	amide_formation
N[C@H]1C[C@]1(F)c1ccc(Cl)cc1	322	2	amide_formation
C[C@H]1O[C@@H](c2cccc([N+](=O)[O-])c2)OC[C@H]1NC(=O)CN	323	2	amide_formation
NCC(=O)N[C@H]1CO[C@@H](c2cccc([N+](=O)[O-])c2)OC1	324	2	amide_formation
CC(C)(C#N)NC(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2	325	2	amide_formation
N[C@@H]1C[C@]1(F)c1ccc(Cl)cc1	326	2	amide_formation
CC[C@H](C)[C@H](N)C(=O)N1CCCCC1	327	2	amide_formation
N[C@@H](CO)C(=O)N1CCCC1	328	2	amide_formation
CCC(N)C(=O)N1CCCCC1	329	2	amide_formation
CCOC(=O)[C@@H](N)Cc1ccccc1	330	2	amide_formation
NCC(=O)Nc1ccc2c(c1)-c1ccccc1C2	331	2	amide_formation
C[C@H](N)C(=O)c1nc2ccccc2c(=O)o1	332	2	amide_formation
NCc1nnc(-c2ccccc2-c2ccccc2)s1	333	2	amide_formation
NCC(=O)N[C@H]1CO[C@@H](c2ccc(Cl)cc2)OC1	334	2	amide_formation
NCC(=O)N[C@H]1CCO[C@H](c2ccc([N+](=O)[O-])cc2)OC1	335	2	amide_formation
C/C(=N\N=C(/S)NCCN)c1ccccn1	336	2	amide_formation
NC1C(O)C(O)C(O)C1(O)CO	337	2	amide_formation
CC(C)CC(C)(N)C#N	338	2	amide_formation
CSCC[C@H](NC(=O)[C@@H](N)CC(C)C)C(N)=O	339	2	amide_formation
CN1C(=O)C(N)N=C(c2ccccc2F)c2ccccc21	340	2	amide_formation
NCC(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl	341	2	amide_formation
